title,heading,content,tokens
Julie Martin Oral History Transcript,Q19922,"An interview with Julie Martin: I wanted to work in television. I mean, I graduated—or at least finished—at Columbia in the fall/winter of ’65. I don’t quite remember what I did right after that. Probably looked for work. It was very cheap to live in New York and I had some money saved from the USIA exhibition time (there was nothing to spend money on in the Soviet Union at that time) and maybe the fellowship money and some help from parents.
 Just to get my chronology complete—even though it jumps ahead a little bit—we can do the details later. During the summer of 1966, I was working weekends for Bob Whitman, who was presenting two theater pieces at Circle in the Square Theatre [New York]. And that continued through 9 Evenings[: Theatre & Engineering, 1966] until I went to Ottawa for a few months to work on a history of the Russian Revolution. 1967 was the fifty-year anniversary of the Russian Revolution. Somehow I got hired to do research in Canada. I worked for a man named Moses Znaimer, who has gone on to start a local TV station, City TV, and Canada’s version of MTV and has become quite a media mogul. He’d gone to the Russian Institute at Harvard. Somehow, I think through my friend Connie Beezer, the administrative assistant at the Russian Institute at Columbia, I heard about his project, contacted him and was hired to do research for this multi- part series on the Russian Revolution and the Soviet Union, called Revolution Plus Fifty. I moved to Ottawa for that time period, the winter of 1966 into spring 1967. I remember that the last program in the series was to be an interview with Marshall McLuhan about possible futures for the Soviet Union that I regretfully had to miss, as I came back to New York to work on a show at CBS, a locally produced cultural program series called Eye on New York. The show I worked on was about the new art and was called “The Walls Come Tumbling Down” [1967].
 The executive producer was Merrill Brockway, who went on to PBS to be the great long-time director of the series Dance in America. The show did segments on Tony Smith, Marta Minujín, who was working with E.A.T. [Experiments in Art & Technology] engineer Per Biorn to make an interactive sculpture—a telephone booth called the Minuphone [1967]—and a segment on Rauschenberg when he was working on the Revolvers [1967].
 We filmed an interview with Bob and filmed the day when the Revolvers were delivered from the fabricator, Treitel-Gratz, and he and Brice Marden, who was his assistant at the time, assembled and saw them in action for the first time. This must have been March or April 1967.
 Then that summer I worked for Christophe de Menil on her performance series, Midsummer. And in the fall I worked several weeks for Channel Thirteen in New York, again doing research for a program on the history of the Russian Revolution. That brings me up to the time I went to work at E.A.T.
 Also, I have to say that at that time there were so many Bobs or Roberts around that we had to find ways to distinguish them: Bob Fagan, Bob Whitman, Bob Rauschenberg, [Robert] Bob Breer. I think I got to saying, “Robert” for Fagan, “Bob R.” for Rauschenberg, and “Whitman” and “Breer” for the other two.",764
Julie Martin Oral History Transcript,Q19920,"An interview with Julie Martin: I didn’t know. I think it was the Reuben Gallery [New York]? It’s documented. I can’t remember. [Note: It was at the Reuben Gallery.] But it was a space that they took over and he built those tunnels. The next piece after Whitman’s was Jim Dine’s Car Crash [1960], which I didn’t go to. I remember having the postcard for Car Crash on the wall in the hall of my apartment. But I wasn’t really in that world, but just beginning to be interested and to go to things through Whitman, primarily. Robert and I stayed friends with Simone and Bob and saw them from time to time. Whitman was married to Simone Forti at the time. I saw Whitman’s piece Flower in 1963.
 But I never saw Oldenburg’s series of performances at his Ray Gun Theater in early 1962, nor did I see the dance work going on at Judson [Memorial] Church [New York]. Judson Dance Theater was pretty separate from the performances at the Reuben Gallery, although there was some overlap, with Trisha Brown appearing in Whitman’s pieces, Mouth [1961] and Flower. Bob Rauschenberg was, of course, more involved in the dance performances at Judson Church. I remember Billy telling me that he tried to get Bob to go to one of the performances that were in the East Village—maybe Claes Oldenburg’s—but they turned back before getting there. However, Bob R. and Bob Whitman were friends during this period and it all came together, I think, with Steve Paxton and Alan [R.] Solomon producing the series First New York Theater Rally, in the spring of 1965, where Bob R. did Spring Training [1965] and Pelican [1963] and Bob Whitman did Night Time Sky [1965] and the dancers like Paxton, Alex Hay, Deborah Hay, Trisha Brown presented works.
 I wasn’t doing very much—going to Columbia and not getting my degree and seeing a lot of art with Robert. After the blackout of November 1965, I began to live full-time at his place in Washington Square Village [New York].",471
Julie Martin Oral History Transcript,Q19926,"An interview with Julie Martin: Yes. When Steve Paxton organized the First New York Theater Rally in the spring of 1965 all three participated. Bob R. did Spring Training; Whitman did Night Time Sky; and Oldenburg did Washes [1965]. So it was probably logical for Brockman to ask the three to participate in a benefit performance night. Most of this is documented so somebody else won’t have trouble finding the details. Whitman did this incredible piece, Prune Flat. Rauschenberg did Map Room II [1965]. Oldenburg did Moveyhouse [1965].",118
Julie Martin Oral History Transcript,Q19924,"An interview with Julie Martin: Yes, I was. But for how I got there I need to go back in time to winter 1965. Bob Whitman did Prune Flat in December of ’65 at a benefit for Jonas Mekas’s Film-Makers’ Cinematheque. It was on Forty-first Street in some basement theater. He remembers it was the Wurlitzer Building with a theater space in the basement on West Forty-first. Whitman says that it was John Brockman, who was trying to do fundraising for Jonas Mekas and the fledgling Film- Makers’ Cinematheque. He went to Whitman and said, “Claes and Bob Rauschenberg are doing it. Will you join?” Then he went to Rauschenberg and said, “Whitman and Oldenburg are doing something.” [Laughter] He sort of got them all to say yes.",191
Julie Martin Oral History Transcript,Q19928,An interview with Julie Martin: Steve Paxton was in this one too. This one had Steve and Alex and Deborah Hay. I remember that Deborah did some amazing slow poses on an antique-y couch that was on stage. In another section she was wearing something like a chicken-wire cage around her body that had pigeons in it.,68
Julie Martin Oral History Transcript,Q19934,An interview with Julie Martin: Then Rauschenberg and—maybe Steve was in this—but I remember Alex Hay and they were walking on tires. Then they walked into and onto mattress springs that made sounds as they rolled onto it.,48
Julie Martin Oral History Transcript,Q19935,"An interview with Julie Martin: No, I never thought of it that way. In some weird ways you follow what your parents did and my mother went to New York after she graduated from Vanderbilt [University, Nashville] and so in some way I had the idea that I would live in New York. I never planned to leave New York, but mainly it was very cheap to live there. After the one- to one-and-a-half years of courses, Columbia was very cheap. I had an apartment at 130 Morningside Drive, $130 per month with four bedrooms and three roommates. So there was no question of leaving New York. I had a boyfriend named Robert Fagan. He’d gone to Princeton [University, New Jersey] and got kicked out for not going to chapel. [Laughter] Can you believe? In those days that could happen. He was living in New York and was sort of an independent art historian. I mean, he studied on his own. He’s a poet and art historian. He was an incredibly exciting, intellectual person. He was the boyfriend of one of my housemates at Radcliffe and we had all met him on some visits. But at Thanksgiving of our senior year in college he had contracted one of the last really bad cases of polio. She stayed with him during his first months in the hospital when he was completely paralyzed. But he survived and began to improve. When I met him again in New York in the fall of 1960 he was in a wheelchair, but that didn’t stop him from going to every art gallery and museum, theater performance, or concert that he wanted to see. So I really got my art education from him. I really learned a lot about art from him. In particular the sense that there’s no difference between old art and new art. That it’s a continuum and that you don’t react against new art because it’s new. You accept it and you see the same qualities in it that you see in the older art.
 But I really didn’t know anything much about contemporary art. I remember going to [Leo] Castelli Gallery [New York] with Robert. There was one of—I always tell this story—one of Roy Lichtenstein’s recent paintings. It was one of his versions of cubist Picasso. And I said, “Oh, when was that Picasso painted?” And Leo said, “That Lichtenstein was painted last week.” Okay. You realize you had something to learn. But I looked at a lot of art then with Robert.
 I also met Robert [“Bob”] Whitman through Robert Fagan. Actually, as early as 1960. Robert had grown up in Englewood, New Jersey. He hadn’t known Whitman. But one of his brothers, Peter Fagan, had been a friend of Bob Whitman and another guy there named Hugh Mitchell. Hugh was studying writing at NYU [New York University] and was part of the crew helping Whitman put on the theater piece, American Moon [1960]. Hugh Mitchell invited Robert and me to the performance and we went. That was the first theater piece or performance I’d ever seen. I had no idea what was going on, but I vividly remember some of the images and the experience of sitting in one of the tunnels facing the main space and seeing Bob and Simone [Forti] rolling over each other and then hopping, lying down around the space, the sounds from above, the clear plastic shape that filled the center space.",742
Julie Martin Oral History Transcript,Q19942,"An interview with Julie Martin: I went to this show. I had finished my thesis at Columbia in the fall of 1965 and thus had graduated there that semester. I was just hanging around doing nothing, or looking for a job.
 Whitman repeated Prune Flat at the Martinique Theatre, a theater in the Martinique Hotel near Thirty-fourth Street in the spring and then Paul Libin, the owner of Circle in the Square Theatre, offered Whitman the theater for the whole summer of 1966. Whitman put on two pieces every weekend, two days a weekend, Friday and Saturday: Prune Flat and a piece called Untitled.
 I was what would pass for a stage manager or assistant. I ran the projectors for Prune Flat, which meant I had to block off—rather than project—sections of the back film. So the film going on the girl would be clear and wouldn’t get mixed up with the film going on the back. That was my job. Also I swept up the broken glass from the broken light bulb to clear the stage for the second piece. For the piece, Untitled, Steve Paxton was in it and he wore a white suit. The last image was different puffs of colored smoke coming out of different parts of the suit. Bob had tubes running from backstage to different holes cut in the suit jacket. My job was to pack the tubes in the suit with colored powder. I would put a bit of Kleenex in the tube to hold the powder at the end, push it down the tube a little and then pour the powder into the end of the tube. You can’t imagine how much white shoe polish I used on the suit when I would spill the powder trying to get it into the tube. Also I had to clean it every week.",365
Julie Martin Oral History Transcript,Q19946,"An interview with Julie Martin: He would blow into each tube. This would dislodge the little piece of Kleenex and the powder would come out in a cloud of color. This is what I did. As I said, we performed the two pieces each weekend.
 That was the same summer that Christophe de Menil did Midsummer in August, where she invited artists to perform at different places near her home in the Hamptons [New York]. I remember she invited Twyla Tharp and dancers and showed Tony Conrad’s recently completed film, The Flicker [1965]. Bob Whitman did a piece called Two Holes of Water [1966]. I worked on that. I helped him with that. He asked me to find 16-millimeter films for him. One image he specifically asked for was penguins. My great triumph was to find a film on penguins that he wanted. A lot of documentaries made for schools were being de-accessioned for some reason. There was a place on Fifty-seventh Street where you could buy 16-millimeter films for not very much.",226
Julie Martin Oral History Transcript,Q19954,"An interview with Julie Martin: No, nothing that formal. I’m sure he asked me to do things or I offered to help. But I don’t know whether he was getting paid. I don’t remember getting paid for it. [Laughs] Well, at that point in my life I had a family. I had my mother and father who would help out. Or maybe I still had some money.",88
Julie Martin Oral History Transcript,Q19955,"An interview with Julie Martin: In those days, not really. I remember Bob and Simone would come to dinner at Robert’s. We just kind of stayed friends. I was sort of around. I wasn’t doing anything. I was interested.
 Nobody hired anybody in those days.",61
Julie Martin Oral History Transcript,Q19952,"An interview with Julie Martin: Yes, 9 Evenings. It became a completely different piece. When Bob [Whitman] looked at the armory space, he got the idea to use the cars. The military was still parking vehicles on the armory floor. You see them parked outside the armory on Lexington Avenue in some of the photos of the opening night. He had seven cars, each carrying either film or television projectors, drive out onto the armory floor and park facing the back wall that was covered with white paper. On the balcony, television cameras shot live performances: two girls moving slowly in front of a curved mirror, a girl typing, a small fiber optic camera inside a coat pocket. Whitman fed images of these live performances and off-air television images to the television projectors in the cars. He also cued the drivers to turn on the films of nature subjects like the eagles and the penguins.",188
Julie Martin Oral History Transcript,Q19958,"An interview with Julie Martin: It took place in a swamp on Two Holes of Water Road [Easthampton, New York], which gave Bob the title. And at the bottom of a hill off this road were two holes of water. One of the first things, as the audience members walked from the road down the hill, he had paper bags each with sand and a candle in it, lining the pathway. People walked down and then at the “entrance” of the area, where the performance would take place, they walked between two screens. Steve Paxton and I were over to the left of the screens in a swampy muddy piece of land and I had a video camera and he had a light. He was lighting his feet and he was walking in this swampy terrain and the video image of his feet was projected on the screens and I was videotaping it and the people saw that image. The audience sat facing the body of water and Bob had film images and things going on in the woods beyond the pond, people in a boat on the pond. Bob had other film images and things going on with the water, with the water for this and more activity that had to do with the outdoors and the sound that went with the outdoors. The engineers who were working on 9 Evenings helped him with some of the technical aspects of the video, sound, and film projection—how to get power into this fairly remote swampy area.
 I was still working with him when he did the piece again and called it Two Holes of Water-2 [1966] at the New York Film Festival in September. He adapted the original piece to the new space he was working in, as he did when he did it in 9 Evenings. The second performance was held in the basement of the Lincoln Center library [New York Public Library for the Performing Arts] where there’s a little bitty theater. Maybe it’s not there anymore but it was a tiny theater. I think it was mainly for films and the space on stage was almost non-existent. Bob used elements and images from the performance on Long Island. As I remember, it began with images of people coming into the theater projected on the walls of the theater. The other images appeared and I remember that it was an amazing experience, the timing and the images. Everything was working together. But that evening there was one of those torrential rainstorms in New York.
 The water was flooding into this theater, which was below ground and water was rising. When it got near the electricity, Bob had to stop the piece. I remember being completely disappointed that the piece, which was so moving, had to be stopped. We were flooded out. Then he did the same piece for 9 Evenings, calling it Two Holes of Water-3 [1966].",578
Julie Martin Oral History Transcript,Q19956,"An interview with Julie Martin: Right, Bob and Alex worked with tires in Pelican. Steve and Alex were in Map Room II. This was the piece where Bob stepped into—or, better, onto—shoes made by Arman [born Armand Fernandez], which were shoes embedded in clear acrylic blocks glued together to make kind of high platform shoes. Then he reached down and picked up these two neon tubes that started glowing as he held them in his hands, activated by what the catalogue says were “contact sensors.” He walked across the stage holding these glowing neon tubes. I think it was an extraordinarily beautiful piece. I remember him saying that he had to grab the neon tubes firmly or he could get an electric shock.
 I do remember something that happened at the party after the performances at the Forty-first Street Theater in December that year. I suppose as part of the benefit there was a party for the artists, performers, and audience. It was in a room next to the theater. I remember Claes and [Patricia] Patty [Mucha, née Muschinski] doing a series of improvised tableaux on the stage, opening and closing the curtain, each time revealing a different pose. Then at one point Bob R. had Simone in a cloth bag and he was carrying her on his shoulder walking around the party and she was singing inside the sack. And it was this exact thing that he added to the second performance of his 9 Evenings piece, Open Score [1966]. He had her in a cloth sack and picked her up and carried her to different parts of the [69th Regiment] Armory floor and put her down for a time before picking her up and moving her to another part of the space and all the time she was singing a Tuscan love song. It was gorgeous.
 Whitman did Prune Flat there [Forty-first Street Theater]. It is one of his classic pieces. It was a film piece, where a film of images fills the back wall of the stage and two performers [Simone Forti and Lucinda Childs] come on stage moving and slowly sometimes interacting with the images on the wall. Then the third performer [Mimi Stark] comes out and stands and a second film is projected on her of her and her clothes as they change colors or style instantaneously. She follows the actions in the film as she walks across the stage, smokes a cigarette, undresses, and the film continues to be projected on her. It’s about what film can do. You couldn’t do that if you couldn’t do film. Then he has things happening in the film and then they happen on stage. For instance, there is the film of an empty street on Wall Street and the two performers walk around the corner and across the street. Then a bit later the same two performers wearing the same coats walk across the stage. At the end of the piece, action on stage follows a film of it—a bright light bulb goes on high above the two performers’ heads, is pulled down by Lucinda, and Simone throws water from a glass at it and it breaks. Simone was amazing—if the water didn’t break the bulb she would just reach out and hit it with the glass to break it. It’s an extraordinary piece.",678
Julie Martin Oral History Transcript,Q19957,Q: Maybe I can ask you to go back and to talk about that initial period working with Robert Whitman and just give me a sense of what it was like to work with him? What was he like? What’s his personality like? And what were his working methods like? So you’re introduced to this world.,68
Julie Martin Oral History Transcript,Q19967,"Q: —but for Two Holes of Water, you were saying you had found the film. Did he say, “Go out and find something,” and just go with whatever you brought him?",43
Julie Martin Oral History Transcript,Q19970,"An interview with Julie Martin: Simone and Lucinda Childs. And the third performer was Mimi Stark, who worked a lot with Bob in those days. So, with Whitman, it was very straightforward. There was no—what do you call it—expertise? When a ballerina has what?",64
Julie Martin Oral History Transcript,Q20168,"An interview with Julie Martin: No, no. An administrator. Francis [A.] Mason who came from USIA in Washington. Then he went to Steuben Glass [Works] and was working for [Arthur A.] Houghton [Jr.]. He was an arts administrator. But he just wasn’t quite rigorous enough for what Billy had in mind. I think that Billy’s interest was in collaborating with artists. He really wasn’t interested in going back to Bell Labs.",102
Julie Martin Oral History Transcript,Q20175,"An interview with Julie Martin: Right. The artists were ready. I mean, they had questions and projects. The first efforts of E.A.T. were to attract engineers. And also the idea of industrially-sponsored collaboration was an idea which we pursued—to have artists-in-residence or have industry take responsibility for supporting collaborations in their area. But most important was to attract engineers.",83
Julie Martin Oral History Transcript,Q20183,"An interview with Julie Martin: We got a grant from the New York State Council on the Arts [NYSCA]. It was one of the first grants. John [B.] Hightower, who was Executive Director of NYSCA—who just died recently—was a fan. In those days, apparently it was really easy to apply for grants because we got one. We also got a grant from the Rockefeller Brothers Fund.",87
Julie Martin Oral History Transcript,Q20181,"An interview with Julie Martin: No, there was no idea of paying for this service. It might have been a good idea from a fundraising point of view but Billy and Bob wanted E.A.T. to be open and reach as many artists as possible. You didn’t want to have the artist pay for something. But there’s something really funny in an early newsletter. In one of them Billy wrote, “If you want to join, please fill out the artist membership form. Names written on little slips of paper aren’t useful.” [Laughter] The idea was that people became members. They would sign up and the artists would become members. Engineers would sign up and become members as well. The engineers were encouraged to become members and on their membership form to give information on their technical field and their interest in working with artists. Then any member could, of course, ask any question they wanted. The effort in the beginning was to attract engineers. That the artists were interested was shown at the first E.A.T. meeting that they held on November 30th where they had a panel of artists and engineers who’d worked on 9 Evenings. They had made a general invitation to the art world and something like three hundred people showed up. You’ve probably seen that photo.",273
Julie Martin Oral History Transcript,Q20186,"An interview with Julie Martin: It attracted engineers and began to make publicity for this idea. By the summer of 1968, we received so many applications and works of art to the competition, more than 160 works, that once Pontus had chosen the few works he wanted for his show at MoMA, we decided to show all the submitted works at the same time. We approached the Brooklyn Museum and they had space available—this would never be possible today. Bob showed Oracle at MoMA. He didn’t have a work at Brooklyn but he came up with the title of the exhibition, Some More Beginnings[: Experiments in Art and Technology (E.A.T.), 1968–69], and helped Billy and me come up with the idea of a completely non-hierarchical catalogue. We printed it on a huge web press in Denville, New Jersey. In those days they made screened images called veloxes that were used on the printing plate so we had two veloxes of each work made, one with the art-type information as a caption and the other grayed down with the technical information about the work superimposed on the image. Then Billy and I laid all these veloxes out on a long roll of paper at the printers and cut every 11 inches (the width of the page). Some artists were upset when the image of their piece was cut in half, but every work was treated the same and it was non-hierarchical.",301
Julie Martin Oral History Transcript,Q20187,"An interview with Julie Martin: We were never really that [well-]funded. I remember that the Rockefeller Brothers Fund turned E.A.T. down for a second grant because we served all artists who came to us. They thought we should be more selective. Another fundraising thing we tried to do was industrial memberships, so we got some money from that.",74
Julie Martin Oral History Transcript,Q20184,Q: That was right at the beginning. I think I saw something in the E.A.T. catalogue that was in that period. It would have gone much further than it would have today. It was on the order of eight thousand dollars or something like that. It was a relatively modest grant.,62
Julie Martin Oral History Transcript,Q20191,"An interview with Julie Martin: They would become a member for maybe a thousand dollars a year. I think we tried that. We also tried to have a membership campaign for individuals and the only person who responded and became a member was Dr. Frank Stanton from CBS. I remember that Billy did fundraising to specifically raise the money to pay the prize for the engineers in the E.A.T. competition. The Brooklyn show was put together with a lot of volunteer work from the artists and engineers involved. I think just at the time when things were getting rough, during the time of the Brooklyn show, the Pepsi project came along and they gave us some money to develop a proposal. Then the next two years were funded a lot by working on the Pepsi Pavilion. But we were doing a lot of other projects and activities besides.",165
Julie Martin Oral History Transcript,Q20188,"Q: That’s one thing I was wondering. That was also in the book about the Pompidou Center in Paris. I was just looking at that and it was reminding me that E.A.T. was asked to design this screen that was going to go on the outside of the Pompidou Center. It made me wonder—the Pepsi Pavilion too—whether E.A.T. was not just a kind of clearinghouse, putting X in contact with Y—artists and engineers in touch—but was actually an organization looking for work. That makes it sound like E.A.T. was getting a commission to develop a screen.",137
Julie Martin Oral History Transcript,Q20189,"An interview with Julie Martin: Well, open houses were one way. Billy gave talks at universities and colleges. We visited industrial laboratories like IBM and several places like that. We generated write-ups in technical magazines. We began a lecture series on various aspects of technology for artists and invited engineers and scientists from many different places to lecture. I think Billy loosely had in mind that E.A.T. could function like a professional engineering society, like the IEEE [Institute for Electric and Electronic Engineers] with a membership and chapters. He did try to have the IEEE organize a technical specialty subgroup, Engineering in Art, but they never did it. One thing I have to add is that there was an immediate response to the idea of E.A.T. as an organization to help artist and engineers to work together from all over the United States and all over the world. It seemed to be an idea whose time had come. Billy and Bob got requests from friends in other places asking if they could open E.A.T. groups in their cities. They said yes immediately and, within two years, about twenty E.A.T. local groups were active, run by local artists and engineers and pretty much independent of us.
 To go back to the pursuit of engineers, in the spring 1968 came a new opportunity to attract engineers. Pontus Hultén had been invited to make an exhibition at the Museum of Modern Art, The Machine as Seen at the End of the Mechanical Age [1968–69], that began with Leonardo [da Vinci] and went into the present. Pontus asked Billy and E.A.T. to find new works— contemporary works—that incorporated technology. Billy saw this as an opportunity to attract engineers. E.A.T. sponsored a competition in which the prize would go to the engineer for “the best contribution by an engineer to a work of art made in collaboration with an artist.” The competition was announced in the New York Times [November 12, 1967] and several of the technical journals. Part of the announcement was that Pontus would choose works for his Machine show from the works submitted. Also E.A.T. offered to match up artists and engineers to work on projects if they wanted to.",461
Julie Martin Oral History Transcript,Q20195,"An interview with Julie Martin: Well, the names are there. The cards with the names of the engineers on them and on the back are names of artists who were given the engineer’s name. It’s a primitive record of who was matched with whom, so maybe one could follow up with the engineers and the artists. The cards are all at the Getty Research Institute [Los Angeles].
 In the early seventies we were updating the matching system. First we designed and printed a more complete and detailed edge-notched card for the McBee System that would have allowed us to keep better track of the matches. We also started to develop a computer database of artists and engineers so they could get in touch with each other that we called EATEX.",155
Julie Martin Oral History Transcript,Q20197,"An interview with Julie Martin: The feasibility study for the outdoor screen for Centre Pompidou was much later— 1975–76. And, like several of the E.A.T. projects over the years, it developed out of a dialogue between Billy and Pontus. Pontus, in about 1973, had gone to Paris to develop the Musée National d’Art Moderne for the Centre Georges Pompidou. One of the ideas of the architects— Renzo Piano and Richard Rogers, who won the competition for the building—was to have a video screen on the outside of the building with varied programming on it. Pontus asked Billy to develop a proposal and feasibility study for such a screen and programming for it: games people could play from kiosks on the plaza, views of what was going on in the museum, films by or about artists, et cetera. So Billy, operating within E.A.T., enlisted the necessary technical people and industries to make a feasibility study for developing and installing such a screen. He worked with main sub-contractor, Ford Aeronautics, to develop the proposal. But because the French bureaucracy wanted a fixed price for the system—not the usual cost-plus formula American companies were used to—the cost submitted was very high and the system was never built, and we never got to the point of developing programming for it. But E.A.T. was never “looking for work” in the sense you ask. We applied for grants and wrote a lot of proposals for funding.
 Let me back up. E.A.T.’s most active years were 1966 to 1973 or ’74. During this period there developed two tracks of E.A.T. activities. The first was what we called the Artists Matching Program, where artists could write or come to E.A.T. with technical questions, problems, or requests for help in developing an idea that needed one aspect of new technology or another— electrical, mechanical, or chemical engineering and beyond—and E.A.T. would match the artist with an engineer in the appropriate field, who could help with the project. It started with Billy and Fred Waldhauer handling the matches, then Ralph Flynn and then, for several years, Peter Poole was in charge of matchings. It was for this program that we made the effort to sign up engineers from all over the country and from many different fields. This program continued throughout the major years of E.A.T. activities. It was for this matching system that we developed lists of engineers who could help artists and explored different method of information retrieval. We had artist members, but we never wanted to have a database of artists.
 The first information retrieval system we developed was for matchings—to be able to access engineers. As we had more and more engineers sign up, we needed to be able to find them. This system used McBee Keysort cards. I don’t know if you know the cards with the knitting needles? Knitting needles. That was how Peter was working. Names, addresses, and specialties of the engineers were on cards. Then the holes around the edge of the card were assigned different information: city, specialties, et cetera. We only made these cards for engineers. Then when the artist had a question, you stuck the needles through the corresponding holes and the engineer with the selected specialty and right location would fall out. Peter would then give the artist the names and addresses of the engineers. He would write the artist’s name on the back of the card. But that was the extent of our follow-up. Because we didn’t follow up these matches. We just sort of sent people out into the world together.",777
Julie Martin Oral History Transcript,Q20203,"An interview with Julie Martin: Well, I don’t know. I shouldn’t say that. I don’t want to say that. But actually, he resigned as chairman at one point during this time—early seventies. I think just other things were pressing on him. Maybe this is when he moved to Florida. I don’t know exactly when but sometime about this time. He just felt he couldn’t fulfill the obligations of being chairman.",99
Julie Martin Oral History Transcript,Q20200,"An interview with Julie Martin: We were working on it with Honeywell Bull and even made a prototype. We applied to the Ford Foundation for funding for the Artists Matching Program [Matching Artist and Engineer Service, 1966]—a very elaborate proposal with provisions for following up and collecting information on the collaborations—but we were turned down. Even after the mid-seventies when funding became scarce and E.A.T. downsized, so to speak, Billy would answer any artist who called and find technical help for him/her.
 In addition to that ongoing matching program we found ourselves initiating and administering larger scale projects. The first was the E.A.T. competition and the Some More Beginnings show at the Brooklyn Museum in 1968. The next was the Pepsi Pavilion. These large projects came along almost by chance, literally. The Pepsi Pavilion came about when Robert Breer’s neighbor in Snedens Landing [New York], David Thomas, who worked for PepsiCo International, said, “Pepsi has the opportunity to do this pavilion for Expo ’70 in Osaka, Japan, one of three American companies allowed to have pavilions. It can’t be commercial. The theme is toward the future. Art and technology. Are you interested?” Breer, of course, wanted to have his Floats up there at the pavilion. He came to Billy and said, “Are you interested?” Billy saw this is as a great opportunity for artists’ and engineers’ collaborations. It wasn’t looking for work. It came. It was an opportunity. Let’s do it. It just so happened that that money was very useful at the time.
 Then, from ’69 to ’70, although we were engulfed, in a way, by the pavilion, a lot of other things happened. 1969 was the same year that we developed this idea of Projects Outside Art, which I say is the less sexy part of E.A.T. but is a direction that interests people now. The next generation has gotten to it. It was that forward-looking. I think that was very much Billy and Bob Whitman working together because Bob Whitman was part of the Pepsi Pavilion project and became more active in E.A.T. on a day-to-day basis.
 Rauschenberg hadn’t really wanted to be part of the pavilion. He gave some suggestions in the beginning and sat in on some meetings but his interest was not in being part of making a pavilion for Expo ’70.",535
Julie Martin Oral History Transcript,Q20201,"An interview with Julie Martin: Well, we never did it. I’ve more recently realized why we weren’t involved. Vikram died, quite young, in 1971. Actually in ’74–75 the ATS-F satellite was sent over India and the group initiated what they called SITE [Satellite Instructional Television Experiment] project, led by Dr. [E. V.] Chitnis, who had been part of the group working with us, using satellite transmission for direct broadcast of educational programming, which used some of these ideas we proposed. We didn’t do it, but it did take fruit. There’s a young man named Alexander Keefe, who writes about art and art in Asia. He’s researching the SITE project, interviewing people, and working on this issue.
 This idea of Projects Outside Art was kind of born with the Anand project—that this would be a really interesting way to go for the kinds of projects that E.A.T. would initiate, would push things further. Of course, looking back, the pavilion’s one of them. You’re not making art. You’re making a pavilion for a world’s fair. It is a kind of Project Outside Art. The concept developed. We got some sort of grant to do a series of exhibitions and so we asked for suggestions for Project Outside Art. One we did was [A Vegetable Roof Gardening Project] City Agriculture [1970] or rooftop gardening with the University of Arizona to do hydroponic gardening on city rooftops. Another was Children and Communication [1970] in which we had these two areas connected by telephone lines and different terminals—telex, telephone, facsimile machines, Electrowriter—in which the kids could use the equipment freely to communicate with each other. It was a test project to have kids communicate with other areas of the city without having to go out of their own neighborhoods. Interestingly enough, we did this the first year of the internet, 1971. But of course, we had no idea. At that point, Billy wasn’t part of the technical community that was following this stuff so it came out of ideas he and Whitman and E.A.T. staff developed. E.A.T. L.A. [Los Angeles] developed some ideas around Recreation and Play [1970].",494
Julie Martin Oral History Transcript,Q20204,"An interview with Julie Martin: Yes, Projects Outside Art. Well, the pavilion became one of them, when you look back on it. I don’t know if they were thinking that but we began to develop the idea that the artist, as a professional with certain skills—not art skills, but certain skills, human skills—could be part of an interdisciplinary team that could work in other areas of society on other problems. This also partly came about because of Vikram Sarabhai, who was head of the Atomic Energy Commission in India. The Sarabhais—they’re a very wealthy Indian family based in Ahmedabad, [who acquired their wealth through] mainly textiles and then pharmaceuticals.
 There were many brothers. Vikram was a scientist—quite a well-known scientist—active with Pugwash [Conferences on Science and World Affairs], anti-nuclear weapons and pro-peaceful uses of atomic energy. He was head of the Atomic Energy Commission in India and initiated their space program. NASA had offered India the opportunity to get an ATS-F [Applications Technology Satellite] communications satellite over India so that you could broadcast directly to the villages. In other words, you didn’t have to build this infrastructure going out from Delhi slowly, telephone poles or wires, whatever. He saw this as a great opportunity.
 He asked E.A.T. to help develop instructional software or develop methods for developing software. This was in the winter of ’69. We put together a group of people of whom an artist was part—Whitman was the artist—to go to India and work on this issue. Fred Waldhauer and [Ernst] Ernie Rothkopf, who was an education specialist at Bell Labs. Somebody from Xerox teaching. Fred Waldhauer and Peter Poole, who was an E.A.T. staff member. And I went. This group was going to work with their Indian counterparts. They actually did come up with an idea using 1/2-inch video to make visual research notes as a basis for developing educational programs to be broadcast by satellite.
 Our target area for a test project was the Amul Dairy Cooperative in Anand in Gujarat state, where Ahmedabad is, the center of which was a big, modern dairy that supplies milk and milk products to Bombay. There were like fifteen hundred women every day, who would bring small quantities of milk from their buffalo twice a day to collection stations in or near their villages. They would weigh it and test the fat content, pay the women for the milk, and then it would go to the dairy. They had this incredible distribution system. The idea would be to use 1/2-inch video in the villages, make tapes that the people there even could be involved in making. Then you could circulate them using the milk collection system and do your testing ahead of time so you knew what kind of images, what kind of teaching worked. Then you’d go and make the tapes for broadcast, rather than have somebody from the BBC sit and lecture the farmers.",634
